"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
6018,"False","{{6017, 8}, {752, 1}}","{{4}, {376}, 1}",380,"{4, 376}"
6034,"False","{{5917, 232}, {2984, 117}}","{{1, -1}, {-29, 13}, 1}",44,"{0, -16}"
6034,"False","{{5917, 2984}, {232, 117}}","{{13, -29}, {-1, 1}, 1}",44,"{-16, 0}"
6034,"False","{{5261, 1416}, {2872, 773}}","{{1, 9, -2}, {-3, 1, 2}, 1}",18,"{8, 0}"
6034,"False","{{5261, 2872}, {1416, 773}}","{{2, 1, -3}, {-2, 9, 1}, 1}",18,"{0, 8}"
6034,"False","{{5621, 2712}, {856, 413}}","{{3, -2, 7}, {1, -2, 1}, 1}",16,"{8, 0}"
6034,"False","{{5621, 856}, {2712, 413}}","{{1, -2, 1}, {7, -2, 3}, 1}",16,"{0, 8}"
6034,"False","{{5845, 3368}, {328, 189}}","{{9, 1, -2}, {-3, 2, 1}, 1}",18,"{8, 0}"
6034,"False","{{5845, 328}, {3368, 189}}","{{1, 2, -3}, {-2, 1, 9}, 1}",18,"{0, 8}"
6034,"False","{{4725, 3208}, {1928, 1309}}","{{1, 2, -2, -1}, {1, 1, 5, 1}, 1}",14,"{0, 8}"
6034,"False","{{4725, 1928}, {3208, 1309}}","{{1, 5, 1, 1}, {-1, -2, 2, 1}, 1}",14,"{8, 0}"
6034,"False","{{4525, 3016}, {2264, 1509}}","{{1, -1}, {-377, 1}, 1}",380,"{0, -376}"
6034,"False","{{4525, 2264}, {3016, 1509}}","{{1, -377}, {-1, 1}, 1}",380,"{-376, 0}"
6034,"False","{{5549, 1048}, {2568, 485}}","{{1, 2, -2, -1}, {3, 1, 1, 3}, 1}",14,"{0, 8}"
6034,"False","{{5549, 2568}, {1048, 485}}","{{3, 1, 1, 3}, {-1, -2, 2, 1}, 1}",14,"{8, 0}"
6034,"False","{{4997, 3288}, {1576, 1037}}","{{2, 1, 1, -3, -1}, {-1, -1, -1, -6, 1}, 1}",18,"{0, -8}"
6034,"False","{{4997, 1576}, {3288, 1037}}","{{1, -6, -1, -1, -1}, {-1, -3, 1, 1, 2}, 1}",18,"{-8, 0}"
6034,"False","{{4069, 3688}, {2168, 1965}}","{{1, -4, -1, -1, -1, -1, -1}, {-4, -1, 1, 1, 1, 1, 1}, 1}",20,"{-8, 0}"
6034,"False","{{4069, 2168}, {3688, 1965}}","{{1, 1, 1, 1, 1, -1, -4}, {-1, -1, -1, -1, -1, -4, 1}, 1}",20,"{0, -8}"
6034,"False","{{4133, 3624}, {2168, 1901}}","{{1, -1, -5, -1, -1, -1}, {-5, 1, 1, 1, 1, 1}, 1}",20,"{-8, 0}"
6034,"False","{{4133, 2168}, {3624, 1901}}","{{1, 1, 1, 1, 1, -5}, {-1, -1, -1, -5, -1, 1}, 1}",20,"{0, -8}"
6034,"False","{{5301, 872}, {4456, 733}}","{{1, 1, 1, -1, 6}, {-1, -1, -2, 1, 3}, 1}",18,"{8, 0}"
6034,"False","{{5301, 4456}, {872, 733}}","{{3, 1, -2, -1, -1}, {6, -1, 1, 1, 1}, 1}",18,"{0, 8}"
6034,"False","{{5165, 2328}, {1928, 869}}","{{1, -1, -2, 2}, {1, 5, 1, 1}, 1}",14,"{0, 8}"
6034,"False","{{5165, 1928}, {2328, 869}}","{{1, 1, 5, 1}, {2, -2, -1, 1}, 1}",14,"{8, 0}"
6034,"False","{{5549, 3144}, {856, 485}}","{{3, 7, -2}, {1, -2, 1}, 1}",16,"{8, 0}"
6034,"False","{{5549, 856}, {3144, 485}}","{{1, -2, 1}, {-2, 7, 3}, 1}",16,"{0, 8}"
6034,"False","{{5285, 1272}, {3112, 749}}","{{1, 1, 3, 3}, {-2, -1, 1, 2}, 1}",14,"{8, 0}"
6034,"False","{{5285, 3112}, {1272, 749}}","{{2, 1, -1, -2}, {3, 3, 1, 1}, 1}",14,"{0, 8}"
6034,"False","{{5029, 4024}, {1256, 1005}}","{{2, -1, -1}, {126, 1, 1}, 1}",132,"{0, 128}"
6034,"False","{{5029, 1256}, {4024, 1005}}","{{1, 1, 126}, {-1, -1, 2}, 1}",132,"{128, 0}"
6034,"False","{{5453, 4552}, {696, 581}}","{{4, -10, -1, -1}, {-3, 1, 1, 1}, 1}",22,"{-8, 0}"
6034,"False","{{5453, 696}, {4552, 581}}","{{1, 1, 1, -3}, {-1, -1, -10, 4}, 1}",22,"{0, -8}"
6082,"False","{{5929, 304}, {2984, 153}}","{{1, -1}, {-38, 10}, 1}",50,"{0, -28}"
6082,"False","{{5929, 2984}, {304, 153}}","{{10, -38}, {-1, 1}, 1}",50,"{-28, 0}"
6082,"False","{{5321, 1520}, {2664, 761}}","{{1, -1}, {-190, 2}, 1}",194,"{0, -188}"
6082,"False","{{5321, 2664}, {1520, 761}}","{{2, -190}, {-1, 1}, 1}",194,"{-188, 0}"
6082,"False","{{5913, 1688}, {592, 169}}","{{5, -1}, {-42, 2}, 1}",50,"{4, -40}"
6082,"False","{{5913, 592}, {1688, 169}}","{{2, -42}, {-1, 5}, 1}",50,"{-40, 4}"
6082,"False","{{4809, 2704}, {2264, 1273}}","{{1, 9, -2}, {4, -1, 1}, 1}",18,"{8, 4}"
6082,"False","{{5441, 4152}, {840, 641}}","{{3, 5, -3, -1}, {1, 1, 1, 1}, 1}",16,"{4, 4}"
6082,"False","{{5441, 840}, {4152, 641}}","{{1, 1, 1, 1}, {-1, -3, 5, 3}, 1}",16,"{4, 4}"
6082,"False","{{4809, 2264}, {2704, 1273}}","{{1, -1, 4}, {-2, 9, 1}, 1}",18,"{4, 8}"
6082,"False","{{6041, 1720}, {144, 41}}","{{21, -1}, {-10, 2}, 1}",34,"{20, -8}"
6082,"False","{{6041, 144}, {1720, 41}}","{{2, -10}, {-1, 21}, 1}",34,"{-8, 20}"
6082,"False","{{5441, 2520}, {1384, 641}}","{{2, -1, 3}, {-7, 2, 1}, 1}",16,"{4, -4}"
6082,"False","{{5441, 1384}, {2520, 641}}","{{1, 2, -7}, {3, -1, 2}, 1}",16,"{-4, 4}"
6082,"False","{{4441, 3088}, {2360, 1641}}","{{1, -1, 1, -1}, {-4, -3, 2, 1}, 1}",14,"{0, -4}"
6082,"False","{{4441, 2360}, {3088, 1641}}","{{1, 2, -3, -4}, {-1, 1, -1, 1}, 1}",14,"{-4, 0}"
6082,"False","{{3721, 2968}, {2960, 2361}}","{{1, 1, -4, -1, -1}, {-1, -1, -8, 1, 1}, 1}",20,"{-4, -8}"
6082,"False","{{3721, 2960}, {2968, 2361}}","{{1, 1, -8, -1, -1}, {-1, -1, -4, 1, 1}, 1}",20,"{-8, -4}"
6082,"False","{{5753, 3816}, {496, 329}}","{{6, -1, -1}, {-1, -16, 1}, 1}",26,"{4, -16}"
6082,"False","{{5753, 496}, {3816, 329}}","{{1, -16, -1}, {-1, -1, 6}, 1}",26,"{-16, 4}"
6082,"False","{{5537, 3224}, {936, 545}}","{{3, 3, -2}, {-6, 1, 1}, 1}",16,"{4, -4}"
6082,"False","{{5537, 936}, {3224, 545}}","{{1, 1, -6}, {-2, 3, 3}, 1}",16,"{-4, 4}"
6082,"False","{{4313, 2864}, {2664, 1769}}","{{1, -1, 1, -1}, {-1, 1, -21, 1}, 1}",28,"{0, -20}"
6082,"False","{{4313, 2664}, {2864, 1769}}","{{1, -21, 1, -1}, {-1, 1, -1, 1}, 1}",28,"{-20, 0}"
6082,"False","{{5849, 2704}, {504, 233}}","{{6, -1, 3}, {-1, 4, 1}, 1}",16,"{8, 4}"
6082,"False","{{5849, 504}, {2704, 233}}","{{1, 4, -1}, {3, -1, 6}, 1}",16,"{4, 8}"
6082,"False","{{5321, 2736}, {1480, 761}}","{{2, -1, -9}, {-1, -4, 1}, 1}",18,"{-8, -4}"
6082,"False","{{5321, 1480}, {2736, 761}}","{{1, -4, -1}, {-9, -1, 2}, 1}",18,"{-4, -8}"
6082,"False","{{4729, 3088}, {2072, 1353}}","{{1, -1, 1, -1}, {2, -3, -4, 1}, 1}",14,"{0, -4}"
6082,"False","{{4185, 2704}, {2936, 1897}}","{{1, 2, -1, -1, -1}, {-1, -3, 1, -2, 1}, 1}",14,"{0, -4}"
6082,"False","{{4185, 2936}, {2704, 1897}}","{{1, -2, 1, -3, -1}, {-1, -1, -1, 2, 1}, 1}",14,"{-4, 0}"
6082,"False","{{4729, 2072}, {3088, 1353}}","{{1, -4, -3, 2}, {-1, 1, -1, 1}, 1}",14,"{-4, 0}"
6082,"False","{{4713, 2128}, {3032, 1369}}","{{1, -2, -1, 2}, {-1, -5, 1, 1}, 1}",14,"{0, -4}"
6082,"False","{{4713, 3032}, {2128, 1369}}","{{1, 1, -5, -1}, {2, -1, -2, 1}, 1}",14,"{-4, 0}"
6082,"False","{{4057, 2968}, {2768, 2025}}","{{1, 4, -1, 1, -1}, {-1, -2, 1, 1, 1}, 1}",14,"{4, 0}"
6082,"False","{{4057, 2768}, {2968, 2025}}","{{1, 1, 1, -2, -1}, {-1, 1, -1, 4, 1}, 1}",14,"{0, 4}"
6082,"False","{{6017, 2328}, {168, 65}}","{{18, 1, 1}, {-3, -2, 1}, 1}",26,"{20, -4}"
6082,"False","{{6017, 168}, {2328, 65}}","{{1, -2, -3}, {1, 1, 18}, 1}",26,"{-4, 20}"
6082,"False","{{4841, 2384}, {2520, 1241}}","{{1, -1, 16}, {-6, 1, 1}, 1}",26,"{16, -4}"
6082,"False","{{4841, 2520}, {2384, 1241}}","{{1, 1, -6}, {16, -1, 1}, 1}",26,"{-4, 16}"
6082,"False","{{5777, 3864}, {456, 305}}","{{6, -1, -1}, {1, 26, 1}, 1}",36,"{4, 28}"
6082,"False","{{4169, 3096}, {2576, 1913}}","{{1, -1, 1, 4, -1}, {-1, 1, -2, 1, 1}, 1}",14,"{4, 0}"
6082,"False","{{4169, 2576}, {3096, 1913}}","{{1, 1, -2, 1, -1}, {-1, 4, 1, -1, 1}, 1}",14,"{0, 4}"
6082,"False","{{5777, 456}, {3864, 305}}","{{1, 26, 1}, {-1, -1, 6}, 1}",36,"{28, 4}"
6082,"False","{{5273, 1288}, {3312, 809}}","{{1, -1, -1, 5}, {-1, -2, 1, 2}, 1}",14,"{4, 0}"
6082,"False","{{5273, 3312}, {1288, 809}}","{{2, 1, -2, -1}, {5, -1, -1, 1}, 1}",14,"{0, 4}"
6082,"False","{{5609, 1176}, {2256, 473}}","{{1, 9, 1, 1}, {1, -2, -1, 2}, 1}",18,"{12, 0}"
6082,"False","{{5609, 2256}, {1176, 473}}","{{2, -1, -2, 1}, {1, 1, 9, 1}, 1}",18,"{0, 12}"
6082,"False","{{6065, 4296}, {24, 17}}","{{126, -1, -1}, {1, 2, 1}, 1}",132,"{124, 4}"
6082,"False","{{6065, 24}, {4296, 17}}","{{1, 2, 1}, {-1, -1, 126}, 1}",132,"{4, 124}"
6082,"False","{{4777, 3448}, {1808, 1305}}","{{1, -1, 4, 1, -1}, {1, -2, -1, 1, 1}, 1}",14,"{4, 0}"
6082,"False","{{4777, 1808}, {3448, 1305}}","{{1, 1, -1, -2, 1}, {-1, 1, 4, -1, 1}, 1}",14,"{0, 4}"
6082,"False","{{5945, 808}, {1008, 137}}","{{3, 2, -1}, {-5, 1, 4}, 1}",16,"{4, 0}"
6082,"False","{{5945, 1008}, {808, 137}}","{{4, 1, -5}, {-1, 2, 3}, 1}",16,"{0, 4}"
6082,"False","{{4601, 2704}, {2520, 1481}}","{{1, 2, -1, -2}, {-3, -3, 1, 1}, 1}",14,"{0, -4}"
6082,"False","{{4481, 3384}, {2120, 1601}}","{{1, 1, 1, -6, -1}, {4, -1, -1, 1, 1}, 1}",18,"{-4, 4}"
6082,"False","{{4481, 2120}, {3384, 1601}}","{{1, 1, -1, -1, 4}, {-1, -6, 1, 1, 1}, 1}",18,"{4, -4}"
6082,"False","{{4601, 2520}, {2704, 1481}}","{{1, 1, -3, -3}, {-2, -1, 2, 1}, 1}",14,"{-4, 0}"
6082,"False","{{5849, 4368}, {312, 233}}","{{9, -1, 9, -1}, {1, 1, 1, 1}, 1}",24,"{16, 4}"
6082,"False","{{5753, 2544}, {744, 329}}","{{4, 2, 2}, {-2, -3, 1}, 1}",14,"{8, -4}"
6082,"False","{{4601, 3640}, {1872, 1481}}","{{1, 3, 2, -1, -1}, {1, -1, -2, 1, 1}, 1}",14,"{4, 0}"
6082,"False","{{4601, 3120}, {2184, 1481}}","{{1, -1, 1, -1}, {5, 1, 5, 1}, 1}",16,"{0, 12}"
6082,"False","{{4601, 2184}, {3120, 1481}}","{{1, 5, 1, 5}, {-1, 1, -1, 1}, 1}",16,"{12, 0}"
6082,"False","{{4601, 1872}, {3640, 1481}}","{{1, 1, -2, -1, 1}, {-1, -1, 2, 3, 1}, 1}",14,"{0, 4}"
6082,"False","{{5753, 744}, {2544, 329}}","{{1, -3, -2}, {2, 2, 4}, 1}",14,"{-4, 8}"
6082,"False","{{5849, 312}, {4368, 233}}","{{1, 1, 1, 1}, {-1, 9, -1, 9}, 1}",24,"{4, 16}"
6082,"False","{{5417, 2544}, {1416, 665}}","{{2, 2, 4}, {-3, -2, 1}, 1}",14,"{8, -4}"
6082,"False","{{5417, 1416}, {2544, 665}}","{{1, -2, -3}, {4, 2, 2}, 1}",14,"{-4, 8}"
6082,"False","{{4721, 2760}, {2328, 1361}}","{{1, -3, -2}, {18, 1, 1}, 1}",26,"{-4, 20}"
6082,"False","{{4721, 2328}, {2760, 1361}}","{{1, 1, 18}, {-2, -3, 1}, 1}",26,"{20, -4}"
6082,"False","{{6017, 504}, {776, 65}}","{{4, -8}, {-2, 6}, 1}",20,"{-4, 4}"
6082,"False","{{6017, 776}, {504, 65}}","{{6, -2}, {-8, 4}, 1}",20,"{4, -4}"
6082,"False","{{4761, 2536}, {2480, 1321}}","{{1, -1, -4}, {-6, -3, 1}, 1}",16,"{-4, -8}"
6082,"False","{{4761, 2480}, {2536, 1321}}","{{1, -3, -6}, {-4, -1, 1}, 1}",16,"{-8, -4}"
6082,"False","{{5681, 2520}, {904, 401}}","{{3, -1, 2}, {2, -7, 1}, 1}",16,"{4, -4}"
6082,"False","{{5417, 1272}, {2832, 665}}","{{1, 1, 2}, {-6, -4, 2}, 1}",16,"{4, -8}"
6082,"False","{{5417, 2832}, {1272, 665}}","{{2, -4, -6}, {2, 1, 1}, 1}",16,"{-8, 4}"
6082,"False","{{5681, 904}, {2520, 401}}","{{1, -7, 2}, {2, -1, 3}, 1}",16,"{-4, 4}"
6082,"False","{{5681, 4520}, {504, 401}}","{{6, 1, -1, -1, -1}, {-1, -1, -4, 1, 1}, 1}",18,"{4, -4}"
6082,"False","{{5681, 504}, {4520, 401}}","{{1, 1, -4, -1, -1}, {-1, -1, -1, 1, 6}, 1}",18,"{-4, 4}"
6082,"False","{{4985, 2424}, {2256, 1097}}","{{1, 1, 1, 9}, {2, -1, -2, 1}, 1}",18,"{12, 0}"
6082,"False","{{4985, 2256}, {2424, 1097}}","{{1, -2, -1, 2}, {9, 1, 1, 1}, 1}",18,"{0, 12}"
6082,"False","{{5009, 2408}, {2232, 1073}}","{{1, 5, 6}, {2, 1, 1}, 1}",16,"{12, 4}"
6082,"False","{{5009, 2232}, {2408, 1073}}","{{1, 1, 2}, {6, 5, 1}, 1}",16,"{4, 12}"
6082,"False","{{5041, 4232}, {1240, 1041}}","{{2, -1, -3, -1, -1}, {8, 1, 1, 1, 1}, 1}",20,"{-4, 12}"
6082,"False","{{5041, 1240}, {4232, 1041}}","{{1, 1, 1, 1, 8}, {-1, -1, -3, -1, 2}, 1}",20,"{12, -4}"
6082,"False","{{5177, 3528}, {1328, 905}}","{{2, 3, -1}, {-5, 4, 1}, 1}",16,"{4, 0}"
6082,"False","{{5177, 1328}, {3528, 905}}","{{1, 4, -5}, {-1, 3, 2}, 1}",16,"{0, 4}"
6082,"False","{{5321, 4560}, {888, 761}}","{{3, -1, -1, -1}, {-63, 1, 1, 1}, 1}",72,"{0, -60}"
6082,"False","{{5321, 4440}, {912, 761}}","{{3, -13, -1, -1}, {-3, 1, 1, 1}, 1}",24,"{-12, 0}"
6082,"False","{{5913, 296}, {3376, 169}}","{{1, -21}, {-2, 10}, 1}",34,"{-20, 8}"
6082,"False","{{5913, 3376}, {296, 169}}","{{10, -2}, {-21, 1}, 1}",34,"{8, -20}"
6082,"False","{{5321, 912}, {4440, 761}}","{{1, 1, 1, -3}, {-1, -1, -13, 3}, 1}",24,"{0, -12}"
6082,"False","{{5321, 888}, {4560, 761}}","{{1, 1, 1, -63}, {-1, -1, -1, 3}, 1}",72,"{-60, 0}"
6082,"False","{{6041, 72}, {3440, 41}}","{{1, -5}, {-2, 42}, 1}",50,"{-4, 40}"
6082,"False","{{6041, 3440}, {72, 41}}","{{42, -2}, {-5, 1}, 1}",50,"{40, -4}"
6082,"False","{{5273, 4232}, {1008, 809}}","{{3, 1, 2, -1, -1}, {-1, -1, 8, 1, 1}, 1}",20,"{4, 8}"
6082,"False","{{6001, 1736}, {280, 81}}","{{11, 2, -1}, {-1, 3, 2}, 1}",20,"{12, 4}"
6082,"False","{{6001, 280}, {1736, 81}}","{{2, 3, -1}, {-1, 2, 11}, 1}",20,"{4, 12}"
6082,"False","{{5273, 1008}, {4232, 809}}","{{1, 1, 8, -1, -1}, {-1, -1, 2, 1, 3}, 1}",20,"{8, 4}"
6082,"False","{{5777, 1656}, {1064, 305}}","{{3, 2, -1}, {-1, 11, 2}, 1}",20,"{4, 12}"
6082,"False","{{5777, 1064}, {1656, 305}}","{{2, 11, -1}, {-1, 2, 3}, 1}",20,"{12, 4}"
6082,"False","{{5545, 4328}, {688, 537}}","{{4, 1, 1, -1, -1}, {8, -1, -1, 1, 1}, 1}",20,"{4, 8}"
6082,"False","{{5545, 688}, {4328, 537}}","{{1, 1, -1, -1, 8}, {-1, -1, 1, 1, 4}, 1}",20,"{8, 4}"
6082,"False","{{5433, 2704}, {1304, 649}}","{{2, 54}, {3, 1}, 1}",60,"{56, 4}"
6082,"False","{{5433, 2608}, {1352, 649}}","{{2, 6}, {27, 1}, 1}",36,"{8, 28}"
6082,"False","{{5433, 1352}, {2608, 649}}","{{1, 27}, {6, 2}, 1}",36,"{28, 8}"
6082,"False","{{5433, 1304}, {2704, 649}}","{{1, 3}, {54, 2}, 1}",60,"{4, 56}"
6082,"False","{{5457, 2648}, {1288, 625}}","{{2, 2, 8}, {2, 1, 1}, 1}",16,"{12, 4}"
6082,"False","{{5457, 1288}, {2648, 625}}","{{1, 1, 2}, {8, 2, 2}, 1}",16,"{4, 12}"
6082,"False","{{5985, 376}, {1544, 97}}","{{2, -6}, {-4, 8}, 1}",20,"{-4, 4}"
6082,"False","{{5985, 1544}, {376, 97}}","{{8, -4}, {-6, 2}, 1}",20,"{4, -4}"
6082,"False","{{5537, 2232}, {1352, 545}}","{{2, 1, 1}, {5, 6, 1}, 1}",16,"{4, 12}"
6082,"False","{{5537, 1352}, {2232, 545}}","{{1, 6, 5}, {1, 1, 2}, 1}",16,"{12, 4}"
6082,"False","{{5745, 1432}, {1352, 337}}","{{2, 42}, {2, 2}, 1}",48,"{44, 4}"
6082,"False","{{5745, 1352}, {1432, 337}}","{{2, 2}, {42, 2}, 1}",48,"{4, 44}"
6082,"False","{{5849, 1872}, {728, 233}}","{{4, -1, -1, -1, -1}, {15, 1, 1, 1, 2}, 1}",28,"{0, 20}"
6082,"False","{{5849, 1456}, {936, 233}}","{{3, 29}, {2, 2}, 1}",36,"{32, 4}"
6082,"False","{{5849, 936}, {1456, 233}}","{{2, 2}, {29, 3}, 1}",36,"{4, 32}"
6082,"False","{{5849, 728}, {1872, 233}}","{{2, 1, 1, 1, 15}, {-1, -1, -1, -1, 4}, 1}",28,"{20, 0}"
6082,"False","{{5865, 2608}, {488, 217}}","{{6, 2}, {27, 1}, 1}",36,"{8, 28}"
6082,"False","{{5865, 1304}, {976, 217}}","{{3, 1}, {54, 2}, 1}",60,"{4, 56}"
6082,"False","{{5865, 976}, {1304, 217}}","{{2, 54}, {1, 3}, 1}",60,"{56, 4}"
6082,"False","{{5865, 488}, {2608, 217}}","{{1, 27}, {2, 6}, 1}",36,"{28, 8}"
6082,"False","{{6033, 1192}, {248, 49}}","{{12, -1, -1, -1, -1, -1, -1, -1, -1}, {2, 1, 1, 1, 1, 1, 1, 1, 3}, 1}",32,"{4, 12}"
6082,"False","{{6033, 248}, {1192, 49}}","{{3, 1, 1, 1, 1, 1, 1, 1, 2}, {-1, -1, -1, -1, -1, -1, -1, -1, 12}, 1}",32,"{12, 4}"
6082,"False","{{6001, 1960}, {248, 81}}","{{12, -1, -1, -1, -1, -1, -1, -1, -1}, {3, 1, 1, 1, 1, 1, 1, 1, 2}, 1}",32,"{4, 12}"
6082,"False","{{6001, 248}, {1960, 81}}","{{2, 1, 1, 1, 1, 1, 1, 1, 3}, {-1, -1, -1, -1, -1, -1, -1, -1, 12}, 1}",32,"{12, 4}"
6082,"False","{{6081, 760}, {8, 1}}","{{380}, {4}, 1}",384,"{380, 4}"
6082,"False","{{6081, 152}, {40, 1}}","{{76}, {20}, 1}",96,"{76, 20}"
6082,"False","{{6081, 40}, {152, 1}}","{{20}, {76}, 1}",96,"{20, 76}"
6082,"False","{{6081, 8}, {760, 1}}","{{4}, {380}, 1}",384,"{4, 380}"
6098,"False","{{6053, 448}, {608, 45}}","{{5, -1}, {-11, 7}, 1}",24,"{4, -4}"
6098,"False","{{6053, 608}, {448, 45}}","{{7, -11}, {-1, 5}, 1}",24,"{-4, 4}"
6098,"False","{{5589, 1016}, {2800, 509}}","{{1, -1}, {-127, 3}, 1}",132,"{0, -124}"
6098,"False","{{5589, 2800}, {1016, 509}}","{{3, -127}, {-1, 1}, 1}",132,"{-124, 0}"
6098,"False","{{5989, 1088}, {600, 109}}","{{5, -1}, {-27, 3}, 1}",36,"{4, -24}"
6098,"False","{{5989, 600}, {1088, 109}}","{{3, -27}, {-1, 5}, 1}",36,"{-24, 4}"
6098,"False","{{6037, 1096}, {336, 61}}","{{9, -1}, {-15, 3}, 1}",28,"{8, -12}"
6098,"False","{{5365, 912}, {4312, 733}}","{{1, 1, 6, -4}, {-1, -1, -1, 3}, 1}",18,"{4, 0}"
6098,"False","{{5365, 4312}, {912, 733}}","{{3, -1, -1, -1}, {-4, 6, 1, 1}, 1}",18,"{0, 4}"
6098,"False","{{6037, 336}, {1096, 61}}","{{3, -15}, {-1, 9}, 1}",28,"{-12, 8}"
6098,"False","{{5749, 880}, {2280, 349}}","{{1, -6, 1}, {1, -4, 3}, 1}",16,"{-4, 0}"
6098,"False","{{5749, 2280}, {880, 349}}","{{3, -4, 1}, {1, -6, 1}, 1}",16,"{0, -4}"
6098,"False","{{5781, 1648}, {1112, 317}}","{{3, 1, 1, -1}, {-1, -1, -16, 2}, 1}",26,"{4, -16}"
6098,"False","{{5781, 1112}, {1648, 317}}","{{2, -16, -1, -1}, {-1, 1, 1, 3}, 1}",26,"{-16, 4}"
6098,"False","{{5293, 1168}, {3648, 805}}","{{1, 3, -1, 1}, {-1, -1, -4, 2}, 1}",14,"{4, -4}"
6098,"False","{{5293, 3648}, {1168, 805}}","{{2, -4, -1, -1}, {1, -1, 3, 1}, 1}",14,"{-4, 4}"
6098,"False","{{4765, 1904}, {3336, 1333}}","{{1, 2, 1}, {-1, -48, 1}, 1}",54,"{4, -48}"
6098,"False","{{4765, 3336}, {1904, 1333}}","{{1, -48, -1}, {1, 2, 1}, 1}",54,"{-48, 4}"
6098,"False","{{5829, 3920}, {400, 269}}","{{7, -2, -1}, {1, 10, 1}, 1}",22,"{4, 12}"
6098,"False","{{4549, 2936}, {2400, 1549}}","{{1, 1, -1, -1}, {-5, 2, -2, 1}, 1}",14,"{0, -4}"
6098,"False","{{4549, 2400}, {2936, 1549}}","{{1, -2, 2, -5}, {-1, -1, 1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5829, 400}, {3920, 269}}","{{1, 10, 1}, {-1, -2, 7}, 1}",22,"{12, 4}"
6098,"False","{{4429, 3080}, {2400, 1669}}","{{1, -1, 1, -1}, {-3, -4, 2, 1}, 1}",14,"{0, -4}"
6098,"False","{{4429, 2400}, {3080, 1669}}","{{1, 2, -4, -3}, {-1, 1, -1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5029, 2000}, {2688, 1069}}","{{1, 2, 1}, {-4, -9, 1}, 1}",18,"{4, -12}"
6098,"False","{{5029, 2688}, {2000, 1069}}","{{1, -9, -4}, {1, 2, 1}, 1}",18,"{-12, 4}"
6098,"False","{{4989, 1976}, {2800, 1109}}","{{1, -1, -1, 1}, {-2, 2, -5, 1}, 1}",14,"{0, -4}"
6098,"False","{{4989, 2800}, {1976, 1109}}","{{1, -5, 2, -2}, {1, -1, -1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5669, 4000}, {608, 429}}","{{5, 1, -1, -1}, {-1, -6, 2, 1}, 1}",18,"{4, -4}"
6098,"False","{{4749, 3640}, {1760, 1349}}","{{1, -1, 3, -2, -1}, {1, 2, -1, 1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4749, 1760}, {3640, 1349}}","{{1, 1, -1, 2, 1}, {-1, -2, 3, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{5669, 608}, {4000, 429}}","{{1, 2, -6, -1}, {-1, -1, 1, 5}, 1}",18,"{-4, 4}"
6098,"False","{{4485, 2936}, {2464, 1613}}","{{1, 1, -1, -1}, {-3, 2, -4, 1}, 1}",14,"{0, -4}"
6098,"False","{{4485, 2464}, {2936, 1613}}","{{1, -4, 2, -3}, {-1, -1, 1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5829, 1568}, {1000, 269}}","{{3, 3, -2}, {-3, 1, 2}, 1}",14,"{4, 0}"
6098,"False","{{5829, 1000}, {1568, 269}}","{{2, 1, -3}, {-2, 3, 3}, 1}",14,"{0, 4}"
6098,"False","{{5069, 2000}, {2608, 1029}}","{{1, 2, 1}, {-9, -4, 1}, 1}",18,"{4, -12}"
6098,"False","{{5069, 2608}, {2000, 1029}}","{{1, -4, -9}, {1, 2, 1}, 1}",18,"{-12, 4}"
6098,"False","{{5541, 2192}, {1408, 557}}","{{2, 1, 1}, {-8, -5, 1}, 1}",18,"{4, -12}"
6098,"False","{{5541, 1408}, {2192, 557}}","{{1, -5, -8}, {1, 1, 2}, 1}",18,"{-12, 4}"
6098,"False","{{4989, 3952}, {1400, 1109}}","{{2, -2, -2, -1, -1}, {-1, 1, -2, 1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{4989, 1400}, {3952, 1109}}","{{1, 1, -2, 1, -1}, {-1, -1, -2, -2, 2}, 1}",14,"{0, -4}"
6098,"False","{{3797, 3184}, {2744, 2301}}","{{1, 1, -1, -3, -1, -1}, {-1, 1, -3, 1, 1, 1}, 1}",16,"{-4, 0}"
6098,"False","{{3797, 2744}, {3184, 2301}}","{{1, 1, 1, -3, 1, -1}, {-1, -1, -3, -1, 1, 1}, 1}",16,"{0, -4}"
6098,"False","{{4573, 3048}, {2288, 1525}}","{{1, -1}, {-381, 1}, 1}",384,"{0, -380}"
6098,"False","{{5717, 1496}, {1456, 381}}","{{2, 1, -3}, {-7, 1, 2}, 1}",16,"{0, -4}"
6098,"False","{{4189, 3400}, {2352, 1909}}","{{1, -1, 2, -1, -1}, {-2, 2, 2, 1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4189, 2352}, {3400, 1909}}","{{1, 1, 2, 2, -2}, {-1, -1, 2, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{5717, 1456}, {1496, 381}}","{{2, 1, -7}, {-3, 1, 2}, 1}",16,"{-4, 0}"
