"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
770,"False","{{593, 320}, {328, 177}}","{{1, 1, 1, -3}, {-3, -1, -1, 1}, 1}",12,"{0, -4}"
770,"False","{{753, 200}, {64, 17}}","{{6, -2}, {-2, 2}, 1}",12,"{4, 0}"
770,"False","{{753, 64}, {200, 17}}","{{2, -2}, {-2, 6}, 1}",12,"{0, 4}"
770,"False","{{721, 184}, {192, 49}}","{{2, -6}, {-2, 2}, 1}",12,"{-4, 0}"
770,"False","{{721, 192}, {184, 49}}","{{2, -2}, {-6, 2}, 1}",12,"{0, -4}"
770,"False","{{657, 464}, {160, 113}}","{{2, -1, -1}, {5, 2, 1}, 1}",12,"{0, 8}"
770,"False","{{657, 320}, {232, 113}}","{{1, -1, -1, 9}, {1, 1, 1, 1}, 1}",16,"{8, 4}"
770,"False","{{657, 232}, {320, 113}}","{{1, 1, 1, 1}, {9, -1, -1, 1}, 1}",16,"{4, 8}"
770,"False","{{657, 160}, {464, 113}}","{{1, 2, 5}, {-1, -1, 2}, 1}",12,"{8, 0}"
770,"False","{{769, 96}, {8, 1}}","{{48}, {4}, 1}",52,"{48, 4}"
770,"False","{{769, 48}, {16, 1}}","{{24}, {8}, 1}",32,"{24, 8}"
770,"False","{{769, 32}, {24, 1}}","{{16}, {12}, 1}",28,"{16, 12}"
770,"False","{{769, 24}, {32, 1}}","{{12}, {16}, 1}",28,"{12, 16}"
770,"False","{{769, 16}, {48, 1}}","{{8}, {24}, 1}",32,"{8, 24}"
770,"False","{{769, 8}, {96, 1}}","{{4}, {48}, 1}",52,"{4, 48}"
786,"True","{{757, 392}, {56, 29}}","{{7, -7}, {-1, 1}, 1}",16,"{0, 0}"
786,"True","{{597, 344}, {328, 189}}","{{1, 1, -2}, {-3, 2, 1}, 1}",10,"{0, 0}"
786,"True","{{597, 328}, {344, 189}}","{{1, 2, -3}, {-2, 1, 1}, 1}",10,"{0, 0}"
786,"True","{{589, 392}, {296, 197}}","{{1, -1}, {-49, 1}, 1}",52,"{0, -48}"
786,"True","{{589, 296}, {392, 197}}","{{1, -49}, {-1, 1}, 1}",52,"{-48, 0}"
786,"True","{{533, 344}, {392, 253}}","{{1, 1, -1, -1}, {-1, 2, -2, 1}, 1}",10,"{0, 0}"
786,"True","{{533, 392}, {344, 253}}","{{1, -2, 2, -1}, {-1, -1, 1, 1}, 1}",10,"{0, 0}"
834,"True","{{729, 208}, {368, 105}}","{{1, -1}, {-26, 2}, 1}",30,"{0, -24}"
834,"True","{{729, 368}, {208, 105}}","{{2, -26}, {-1, 1}, 1}",30,"{-24, 0}"
834,"True","{{745, 296}, {224, 89}}","{{2, 1, 1}, {-1, -8, 1}, 1}",14,"{4, -8}"
834,"True","{{745, 224}, {296, 89}}","{{1, -8, -1}, {1, 1, 2}, 1}",14,"{-8, 4}"
834,"True","{{825, 232}, {32, 9}}","{{13, -1}, {-2, 2}, 1}",18,"{12, 0}"
834,"True","{{825, 32}, {232, 9}}","{{2, -2}, {-1, 13}, 1}",18,"{0, 12}"
834,"True","{{745, 592}, {112, 89}}","{{3, -1, -1, -1}, {1, -3, 1, 1}, 1}",12,"{0, 0}"
834,"True","{{745, 112}, {592, 89}}","{{1, 1, -3, 1}, {-1, -1, -1, 3}, 1}",12,"{0, 0}"
834,"True","{{721, 536}, {152, 113}}","{{2, -1, 4, -1}, {1, 1, 1, 1}, 1}",12,"{4, 4}"
834,"True","{{721, 152}, {536, 113}}","{{1, 1, 1, 1}, {-1, 4, -1, 2}, 1}",12,"{4, 4}"
834,"True","{{681, 352}, {296, 153}}","{{1, -1, -8}, {2, 1, 1}, 1}",14,"{-8, 4}"
834,"True","{{681, 296}, {352, 153}}","{{1, 1, 2}, {-8, -1, 1}, 1}",14,"{4, -8}"
834,"True","{{729, 184}, {416, 105}}","{{1, -13}, {-2, 2}, 1}",18,"{-12, 0}"
834,"True","{{729, 416}, {184, 105}}","{{2, -2}, {-13, 1}, 1}",18,"{0, -12}"
834,"True","{{833, 104}, {8, 1}}","{{52}, {4}, 1}",56,"{52, 4}"
834,"True","{{833, 8}, {104, 1}}","{{4}, {52}, 1}",56,"{4, 52}"
850,"False","{{797, 176}, {240, 53}}","{{2, 1, 1}, {-1, -5, 2}, 1}",12,"{4, -4}"
850,"False","{{797, 240}, {176, 53}}","{{2, -5, -1}, {1, 1, 2}, 1}",12,"{-4, 4}"
850,"False","{{845, 88}, {48, 5}}","{{9, -1}, {-1, 5}, 1}",16,"{8, 4}"
850,"False","{{845, 48}, {88, 5}}","{{5, -1}, {-1, 9}, 1}",16,"{4, 8}"
850,"False","{{637, 424}, {320, 213}}","{{1, -1}, {-53, 1}, 1}",56,"{0, -52}"
850,"False","{{693, 272}, {400, 157}}","{{1, 2, 1}, {-2, -3, 1}, 1}",10,"{4, -4}"
850,"False","{{693, 400}, {272, 157}}","{{1, -3, -2}, {1, 2, 1}, 1}",10,"{-4, 4}"
850,"False","{{637, 320}, {424, 213}}","{{1, -53}, {-1, 1}, 1}",56,"{-52, 0}"
850,"False","{{661, 488}, {256, 189}}","{{1, -2, 2, -1}, {1, 1, 1, 1}, 1}",10,"{0, 4}"
850,"False","{{661, 256}, {488, 189}}","{{1, 1, 1, 1}, {-1, 2, -2, 1}, 1}",10,"{4, 0}"
850,"False","{{797, 528}, {80, 53}}","{{5, -1}, {-13, 1}, 1}",20,"{4, -12}"
850,"False","{{797, 80}, {528, 53}}","{{1, -13}, {-1, 5}, 1}",20,"{-12, 4}"
850,"False","{{725, 472}, {192, 125}}","{{2, -1, -1}, {-2, -3, 1}, 1}",10,"{0, -4}"
850,"False","{{725, 192}, {472, 125}}","{{1, -3, -2}, {-1, -1, 2}, 1}",10,"{-4, 0}"
850,"False","{{829, 544}, {32, 21}}","{{13, -1}, {-5, 1}, 1}",20,"{12, -4}"
850,"False","{{829, 32}, {544, 21}}","{{1, -5}, {-1, 13}, 1}",20,"{-4, 12}"
850,"False","{{757, 352}, {200, 93}}","{{2, -1, 3}, {-2, 1, 1}, 1}",10,"{4, 0}"
850,"False","{{757, 200}, {352, 93}}","{{1, 1, -2}, {3, -1, 2}, 1}",10,"{0, 4}"
850,"False","{{669, 352}, {344, 181}}","{{1, -5}, {-9, 1}, 1}",16,"{-4, -8}"
850,"False","{{669, 344}, {352, 181}}","{{1, -9}, {-5, 1}, 1}",16,"{-8, -4}"
850,"False","{{845, 264}, {16, 5}}","{{26, -1, -1}, {1, 1, 2}, 1}",32,"{24, 4}"
850,"False","{{845, 16}, {264, 5}}","{{2, 1, 1}, {-1, -1, 26}, 1}",32,"{4, 24}"
850,"False","{{709, 568}, {176, 141}}","{{2, -1, -1}, {18, 1, 1}, 1}",24,"{0, 20}"
850,"False","{{709, 176}, {568, 141}}","{{1, 1, 18}, {-1, -1, 2}, 1}",24,"{20, 0}"
850,"False","{{757, 400}, {176, 93}}","{{2, -1, -5}, {2, 1, 1}, 1}",12,"{-4, 4}"
850,"False","{{757, 176}, {400, 93}}","{{1, 1, 2}, {-5, -1, 2}, 1}",12,"{4, -4}"
850,"False","{{837, 272}, {40, 13}}","{{10, -1, -1, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 2}, 1}",24,"{4, 8}"
850,"False","{{789, 376}, {128, 61}}","{{3, 5}, {3, 1}, 1}",12,"{8, 4}"
850,"False","{{789, 128}, {376, 61}}","{{1, 3}, {5, 3}, 1}",12,"{4, 8}"
850,"False","{{837, 40}, {272, 13}}","{{2, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, -1, 10}, 1}",24,"{8, 4}"
850,"False","{{837, 680}, {16, 13}}","{{26, -1, -1}, {2, 1, 1}, 1}",32,"{24, 4}"
850,"False","{{837, 16}, {680, 13}}","{{1, 1, 2}, {-1, -1, 26}, 1}",32,"{4, 24}"
850,"False","{{813, 752}, {40, 37}}","{{10, -1, -1, -1, -1, -1, -1}, {2, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
850,"False","{{813, 376}, {80, 37}}","{{5, 3}, {3, 1}, 1}",12,"{8, 4}"
850,"False","{{813, 80}, {376, 37}}","{{1, 3}, {3, 5}, 1}",12,"{4, 8}"
850,"False","{{813, 40}, {752, 37}}","{{1, 1, 1, 1, 1, 1, 2}, {-1, -1, -1, -1, -1, -1, 10}, 1}",24,"{8, 4}"
898,"False","{{873, 248}, {88, 25}}","{{5, -1}, {-6, 2}, 1}",14,"{4, -4}"
898,"False","{{873, 88}, {248, 25}}","{{2, -6}, {-1, 5}, 1}",14,"{-4, 4}"
898,"False","{{609, 400}, {440, 289}}","{{1, 1, -1, -1}, {-1, 1, -5, 1}, 1}",12,"{0, -4}"
898,"False","{{609, 440}, {400, 289}}","{{1, -5, 1, -1}, {-1, -1, 1, 1}, 1}",12,"{-4, 0}"
898,"False","{{769, 496}, {200, 129}}","{{2, -1, -1}, {-3, -2, 1}, 1}",10,"{0, -4}"
898,"False","{{769, 200}, {496, 129}}","{{1, -2, -3}, {-1, -1, 2}, 1}",10,"{-4, 0}"
898,"False","{{785, 504}, {176, 113}}","{{2, 3, -1}, {1, -2, 1}, 1}",10,"{4, 0}"
898,"False","{{785, 176}, {504, 113}}","{{1, -2, 1}, {-1, 3, 2}, 1}",10,"{0, 4}"
898,"False","{{881, 624}, {24, 17}}","{{18, -1, -1}, {1, 2, 1}, 1}",24,"{16, 4}"
898,"False","{{641, 528}, {312, 257}}","{{1, 1, -1, -1}, {9, 1, 1, 1}, 1}",16,"{0, 12}"
898,"False","{{641, 312}, {528, 257}}","{{1, 1, 1, 9}, {-1, -1, 1, 1}, 1}",16,"{12, 0}"
898,"False","{{881, 24}, {624, 17}}","{{1, 2, 1}, {-1, -1, 18}, 1}",24,"{4, 16}"
898,"False","{{809, 600}, {120, 89}}","{{3, -1, 3, -1}, {1, 1, 1, 1}, 1}",12,"{4, 4}"
898,"False","{{809, 120}, {600, 89}}","{{1, 1, 1, 1}, {-1, 3, -1, 3}, 1}",12,"{4, 4}"
898,"False","{{857, 72}, {488, 41}}","{{1, -5}, {-2, 6}, 1}",14,"{-4, 4}"
898,"False","{{857, 488}, {72, 41}}","{{6, -2}, {-5, 1}, 1}",14,"{4, -4}"
898,"False","{{809, 360}, {200, 89}}","{{2, 2}, {11, 1}, 1}",16,"{4, 12}"
898,"False","{{809, 200}, {360, 89}}","{{1, 11}, {2, 2}, 1}",16,"{12, 4}"
898,"False","{{849, 400}, {104, 49}}","{{4, 4}, {3, 1}, 1}",12,"{8, 4}"
898,"False","{{849, 208}, {200, 49}}","{{2, 6}, {2, 2}, 1}",12,"{8, 4}"
898,"False","{{849, 200}, {208, 49}}","{{2, 2}, {6, 2}, 1}",12,"{4, 8}"
898,"False","{{849, 104}, {400, 49}}","{{1, 3}, {4, 4}, 1}",12,"{4, 8}"
898,"False","{{897, 112}, {8, 1}}","{{56}, {4}, 1}",60,"{56, 4}"
898,"False","{{897, 56}, {16, 1}}","{{28}, {8}, 1}",36,"{28, 8}"
898,"False","{{897, 16}, {56, 1}}","{{8}, {28}, 1}",36,"{8, 28}"
898,"False","{{897, 8}, {112, 1}}","{{4}, {56}, 1}",60,"{4, 56}"
914,"False","{{837, 152}, {424, 77}}","{{1, -1}, {-19, 3}, 1}",24,"{0, -16}"
914,"False","{{837, 424}, {152, 77}}","{{3, -19}, {-1, 1}, 1}",24,"{-16, 0}"
914,"False","{{685, 456}, {344, 229}}","{{1, -1}, {-57, 1}, 1}",60,"{0, -56}"
914,"False","{{685, 344}, {456, 229}}","{{1, -57}, {-1, 1}, 1}",60,"{-56, 0}"
914,"False","{{661, 536}, {312, 253}}","{{1, 1, -1, -1}, {4, 2, 1, 1}, 1}",12,"{0, 8}"
914,"False","{{661, 312}, {536, 253}}","{{1, 1, 2, 4}, {-1, -1, 1, 1}, 1}",12,"{8, 0}"
914,"False","{{789, 536}, {184, 125}}","{{2, -1, -1}, {2, 5, 1}, 1}",12,"{0, 8}"
914,"False","{{789, 184}, {536, 125}}","{{1, 5, 2}, {-1, -1, 2}, 1}",12,"{8, 0}"
962,"False","{{921, 80}, {472, 41}}","{{1, -1}, {-10, 6}, 1}",18,"{0, -4}"
962,"False","{{921, 472}, {80, 41}}","{{6, -10}, {-1, 1}, 1}",18,"{-4, 0}"
962,"False","{{841, 240}, {424, 121}}","{{1, -1}, {-30, 2}, 1}",34,"{0, -28}"
962,"False","{{841, 424}, {240, 121}}","{{2, -30}, {-1, 1}, 1}",34,"{-28, 0}"
962,"False","{{833, 184}, {584, 129}}","{{1, 2, 1}, {-1, -5, 2}, 1}",12,"{4, -4}"
962,"False","{{833, 584}, {184, 129}}","{{2, -5, -1}, {1, 2, 1}, 1}",12,"{-4, 4}"
962,"False","{{649, 552}, {368, 313}}","{{1, -2, -1, -1, -1}, {-2, -1, 1, 1, 1}, 1}",12,"{-4, 0}"
962,"False","{{649, 368}, {552, 313}}","{{1, 1, 1, -1, -2}, {-1, -1, -1, -2, 1}, 1}",12,"{0, -4}"
962,"False","{{681, 520}, {368, 281}}","{{1, -1, -3, -1}, {-3, 1, 1, 1}, 1}",12,"{-4, 0}"
962,"False","{{681, 368}, {520, 281}}","{{1, 1, 1, -3}, {-1, -3, -1, 1}, 1}",12,"{0, -4}"
962,"False","{{865, 184}, {456, 97}}","{{1, 2, 1}, {-5, -1, 2}, 1}",12,"{4, -4}"
962,"False","{{865, 456}, {184, 97}}","{{2, -1, -5}, {1, 2, 1}, 1}",12,"{-4, 4}"
962,"False","{{961, 120}, {8, 1}}","{{60}, {4}, 1}",64,"{60, 4}"
962,"False","{{961, 40}, {24, 1}}","{{20}, {12}, 1}",32,"{20, 12}"
962,"False","{{961, 24}, {40, 1}}","{{12}, {20}, 1}",32,"{12, 20}"
962,"False","{{961, 8}, {120, 1}}","{{4}, {60}, 1}",64,"{4, 60}"
978,"False","{{765, 304}, {536, 213}}","{{1, 2, 1}, {-1, -8, 1}, 1}",14,"{4, -8}"
978,"False","{{765, 536}, {304, 213}}","{{1, -8, -1}, {1, 2, 1}, 1}",14,"{-8, 4}"
978,"False","{{733, 488}, {368, 245}}","{{1, -1}, {-61, 1}, 1}",64,"{0, -60}"
978,"False","{{733, 368}, {488, 245}}","{{1, -61}, {-1, 1}, 1}",64,"{-60, 0}"
978,"False","{{685, 448}, {448, 293}}","{{1, -4, -1}, {-1, -4, 1}, 1}",12,"{-4, -4}"
978,"False","{{685, 512}, {392, 293}}","{{1, 12, -1}, {-2, 1, 1}, 1}",18,"{12, 0}"
978,"False","{{685, 392}, {512, 293}}","{{1, 1, -2}, {-1, 12, 1}, 1}",18,"{0, 12}"
978,"False","{{821, 304}, {424, 157}}","{{1, 2, 1}, {-8, -1, 1}, 1}",14,"{4, -8}"
978,"False","{{941, 128}, {272, 37}}","{{2, 3, -1}, {-1, 1, 4}, 1}",12,"{4, 4}"
978,"False","{{941, 272}, {128, 37}}","{{4, 1, -1}, {-1, 3, 2}, 1}",12,"{4, 4}"
978,"False","{{821, 424}, {304, 157}}","{{1, -1, -8}, {1, 2, 1}, 1}",14,"{-8, 4}"
978,"False","{{717, 544}, {344, 261}}","{{1, -4, -1}, {6, 1, 1}, 1}",14,"{-4, 8}"
978,"False","{{717, 344}, {544, 261}}","{{1, 1, 6}, {-1, -4, 1}, 1}",14,"{8, -4}"
978,"False","{{909, 560}, {112, 69}}","{{4, 1, -1}, {4, -1, 1}, 1}",12,"{4, 4}"
978,"False","{{973, 304}, {16, 5}}","{{30, -1, -1}, {1, 1, 2}, 1}",36,"{28, 4}"
978,"False","{{797, 392}, {368, 181}}","{{1, 15}, {3, 1}, 1}",20,"{16, 4}"
978,"False","{{797, 368}, {392, 181}}","{{1, 3}, {15, 1}, 1}",20,"{4, 16}"
978,"False","{{973, 16}, {304, 5}}","{{2, 1, 1}, {-1, -1, 30}, 1}",36,"{4, 28}"
978,"False","{{949, 80}, {344, 29}}","{{1, -1, -4}, {1, 1, 6}, 1}",14,"{-4, 8}"
978,"False","{{949, 344}, {80, 29}}","{{6, 1, 1}, {-4, -1, 1}, 1}",14,"{8, -4}"
978,"False","{{869, 592}, {160, 109}}","{{3, 2, -1}, {-1, 4, 1}, 1}",12,"{4, 4}"
978,"False","{{869, 160}, {592, 109}}","{{1, 4, -1}, {-1, 2, 3}, 1}",12,"{4, 4}"
978,"False","{{909, 280}, {224, 69}}","{{2, -1, -1}, {9, 1, 2}, 1}",16,"{0, 12}"
978,"False","{{909, 224}, {280, 69}}","{{2, 1, 9}, {-1, -1, 2}, 1}",16,"{12, 0}"
978,"False","{{917, 368}, {152, 61}}","{{3, 1}, {15, 1}, 1}",20,"{4, 16}"
978,"False","{{965, 784}, {16, 13}}","{{30, -1, -1}, {2, 1, 1}, 1}",36,"{28, 4}"
978,"False","{{965, 16}, {784, 13}}","{{1, 1, 2}, {-1, -1, 30}, 1}",36,"{4, 28}"
978,"False","{{917, 152}, {368, 61}}","{{1, 15}, {1, 3}, 1}",20,"{16, 4}"
1026,"True","{{993, 512}, {64, 33}}","{{8, -8}, {-1, 1}, 1}",18,"{0, 0}"
1026,"True","{{961, 128}, {488, 65}}","{{1, -1}, {-16, 4}, 1}",22,"{0, -12}"
1026,"True","{{961, 488}, {128, 65}}","{{4, -16}, {-1, 1}, 1}",22,"{-12, 0}"
1026,"True","{{1017, 104}, {88, 9}}","{{6, -2}, {-1, 5}, 1}",14,"{4, 4}"
1026,"True","{{1017, 88}, {104, 9}}","{{5, -1}, {-2, 6}, 1}",14,"{4, 4}"
1026,"True","{{945, 208}, {368, 81}}","{{1, -2, 1}, {1, -3, 2}, 1}",10,"{0, 0}"
1026,"True","{{945, 368}, {208, 81}}","{{2, -3, 1}, {1, -2, 1}, 1}",10,"{0, 0}"
1026,"True","{{737, 416}, {512, 289}}","{{1, 2, -1, -2}, {-1, 1, -1, 1}, 1}",10,"{0, 0}"
1026,"True","{{737, 512}, {416, 289}}","{{1, -1, 1, -1}, {-2, -1, 2, 1}, 1}",10,"{0, 0}"
1026,"True","{{1001, 136}, {184, 25}}","{{3, 2, -1}, {-1, 1, 4}, 1}",12,"{4, 4}"
1026,"True","{{1001, 184}, {136, 25}}","{{4, 1, -1}, {-1, 2, 3}, 1}",12,"{4, 4}"
1026,"True","{{993, 256}, {128, 33}}","{{4, -4}, {-2, 2}, 1}",12,"{0, 0}"
1026,"True","{{993, 128}, {256, 33}}","{{2, -2}, {-4, 4}, 1}",12,"{0, 0}"
1026,"True","{{817, 464}, {368, 209}}","{{1, 1, -2}, {2, -3, 1}, 1}",10,"{0, 0}"
1026,"True","{{817, 368}, {464, 209}}","{{1, -3, 2}, {-2, 1, 1}, 1}",10,"{0, 0}"
1026,"True","{{857, 584}, {248, 169}}","{{2, 3, -1}, {-1, 4, 1}, 1}",12,"{4, 4}"
1026,"True","{{857, 248}, {584, 169}}","{{1, 4, -1}, {-1, 3, 2}, 1}",12,"{4, 4}"
1026,"True","{{905, 472}, {232, 121}}","{{2, -6}, {-5, 1}, 1}",14,"{-4, -4}"
1026,"True","{{905, 232}, {472, 121}}","{{1, -5}, {-6, 2}, 1}",14,"{-4, -4}"
1026,"True","{{1025, 128}, {8, 1}}","{{64}, {4}, 1}",68,"{64, 4}"
1026,"True","{{1025, 64}, {16, 1}}","{{32}, {8}, 1}",40,"{32, 8}"
1026,"True","{{1025, 32}, {32, 1}}","{{16}, {16}, 1}",32,"{16, 16}"
1026,"True","{{1025, 16}, {64, 1}}","{{8}, {32}, 1}",40,"{8, 32}"
1026,"True","{{1025, 8}, {128, 1}}","{{4}, {64}, 1}",68,"{4, 64}"
1042,"True","{{989, 104}, {504, 53}}","{{1, -1}, {-13, 5}, 1}",20,"{0, -8}"
1042,"True","{{989, 504}, {104, 53}}","{{5, -13}, {-1, 1}, 1}",20,"{-8, 0}"
1042,"True","{{781, 520}, {392, 261}}","{{1, -1}, {-65, 1}, 1}",68,"{0, -64}"
1042,"True","{{725, 504}, {456, 317}}","{{1, -1, 1, -1}, {-1, -2, 2, 1}, 1}",10,"{0, 0}"
1042,"True","{{781, 392}, {520, 261}}","{{1, -65}, {-1, 1}, 1}",68,"{-64, 0}"
1042,"True","{{1005, 664}, {56, 37}}","{{9, -1}, {-9, 1}, 1}",20,"{8, -8}"
1042,"True","{{1005, 56}, {664, 37}}","{{1, -9}, {-1, 9}, 1}",20,"{-8, 8}"
1042,"True","{{1029, 152}, {88, 13}}","{{6, 1, 1}, {-2, -1, 3}, 1}",14,"{8, 0}"
1042,"True","{{1029, 88}, {152, 13}}","{{3, -1, -2}, {1, 1, 6}, 1}",14,"{0, 8}"
1042,"True","{{765, 616}, {344, 277}}","{{1, 1, -1, -1}, {2, 4, 1, 1}, 1}",12,"{0, 8}"
1042,"True","{{765, 344}, {616, 277}}","{{1, 1, 4, 2}, {-1, -1, 1, 1}, 1}",12,"{8, 0}"
1042,"True","{{821, 504}, {360, 221}}","{{1, -1, 1, -1}, {2, -2, -1, 1}, 1}",10,"{0, 0}"
1042,"True","{{869, 648}, {232, 173}}","{{2, 7, -1}, {-2, 1, 1}, 1}",14,"{8, 0}"
1042,"True","{{869, 232}, {648, 173}}","{{1, 1, -2}, {-1, 7, 2}, 1}",14,"{0, 8}"
1042,"True","{{845, 408}, {408, 197}}","{{1, 7}, {7, 1}, 1}",16,"{8, 8}"
1042,"True","{{869, 696}, {216, 173}}","{{2, -1, -1}, {22, 1, 1}, 1}",28,"{0, 24}"
1042,"True","{{869, 216}, {696, 173}}","{{1, 1, 22}, {-1, -1, 2}, 1}",28,"{24, 0}"
1042,"True","{{941, 792}, {120, 101}}","{{4, -2, -1, -1}, {-3, 1, 1, 1}, 1}",14,"{0, 0}"
1042,"True","{{893, 616}, {216, 149}}","{{2, -1, -1}, {4, 3, 1}, 1}",12,"{0, 8}"
1042,"True","{{893, 216}, {616, 149}}","{{1, 3, 4}, {-1, -1, 2}, 1}",12,"{8, 0}"
1042,"True","{{941, 120}, {792, 101}}","{{1, 1, 1, -3}, {-1, -1, -2, 4}, 1}",14,"{0, 0}"
1042,"True","{{925, 712}, {152, 117}}","{{3, -2, -1}, {6, 1, 1}, 1}",14,"{0, 8}"
1042,"True","{{925, 152}, {712, 117}}","{{1, 1, 6}, {-1, -2, 3}, 1}",14,"{8, 0}"
1042,"True","{{1013, 408}, {72, 29}}","{{7, 1}, {7, 1}, 1}",16,"{8, 8}"
1090,"False","{{953, 272}, {480, 137}}","{{1, -1}, {-34, 2}, 1}",38,"{0, -32}"
1090,"False","{{953, 480}, {272, 137}}","{{2, -34}, {-1, 1}, 1}",38,"{-32, 0}"
1090,"False","{{1001, 696}, {128, 89}}","{{4, 1, -1}, {-3, 2, 1}, 1}",12,"{4, 0}"
1090,"False","{{1001, 128}, {696, 89}}","{{1, 2, -3}, {-1, 1, 4}, 1}",12,"{0, 4}"
1090,"False","{{1081, 304}, {32, 9}}","{{17, -1}, {-2, 2}, 1}",22,"{16, 0}"
1090,"False","{{1081, 32}, {304, 9}}","{{2, -2}, {-1, 17}, 1}",22,"{0, 16}"
1090,"False","{{921, 608}, {256, 169}}","{{2, -1, -1}, {-1, -8, 1}, 1}",14,"{0, -8}"
1090,"False","{{713, 600}, {448, 377}}","{{1, -1, -2, -1, -1}, {-1, -2, 1, 1, 1}, 1}",12,"{-4, 0}"
1090,"False","{{921, 256}, {608, 169}}","{{1, -8, -1}, {-1, -1, 2}, 1}",14,"{-8, 0}"
1090,"False","{{713, 448}, {600, 377}}","{{1, 1, 1, -2, -1}, {-1, -1, -2, -1, 1}, 1}",12,"{0, -4}"
1090,"False","{{1073, 760}, {24, 17}}","{{22, -1, -1}, {1, 2, 1}, 1}",28,"{20, 4}"
1090,"False","{{857, 416}, {480, 233}}","{{1, -1, 8}, {-2, 1, 1}, 1}",14,"{8, 0}"
1090,"False","{{857, 480}, {416, 233}}","{{1, 1, -2}, {8, -1, 1}, 1}",14,"{0, 8}"
1090,"False","{{1073, 24}, {760, 17}}","{{1, 2, 1}, {-1, -1, 22}, 1}",28,"{4, 20}"
1090,"False","{{937, 280}, {512, 153}}","{{1, 4, -1}, {-3, 1, 2}, 1}",12,"{4, 0}"
1090,"False","{{937, 512}, {280, 153}}","{{2, 1, -3}, {-1, 4, 1}, 1}",12,"{0, 4}"
1090,"False","{{793, 736}, {320, 297}}","{{1, 5, -1, -1, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",20,"{0, 8}"
1090,"False","{{793, 640}, {368, 297}}","{{1, 1, -1, -1}, {3, 3, 1, 1}, 1}",12,"{0, 8}"
1090,"False","{{793, 368}, {640, 297}}","{{1, 1, 3, 3}, {-1, -1, 1, 1}, 1}",12,"{8, 0}"
1090,"False","{{793, 320}, {736, 297}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, -1, 5, 1}, 1}",20,"{8, 0}"
1090,"False","{{857, 640}, {312, 233}}","{{1, -1, 9, -1}, {1, 1, 1, 1}, 1}",16,"{8, 4}"
1090,"False","{{809, 592}, {384, 281}}","{{1, -1, 1, -1}, {5, 1, 1, 1}, 1}",12,"{0, 8}"
1090,"False","{{809, 384}, {592, 281}}","{{1, 1, 1, 5}, {-1, 1, -1, 1}, 1}",12,"{8, 0}"
1090,"False","{{857, 312}, {640, 233}}","{{1, 1, 1, 1}, {-1, 9, -1, 1}, 1}",16,"{4, 8}"
1090,"False","{{817, 680}, {328, 273}}","{{1, 13, -1, -1}, {1, 1, 1, 1}, 1}",20,"{12, 4}"
1090,"False","{{817, 328}, {680, 273}}","{{1, 1, 1, 1}, {-1, -1, 13, 1}, 1}",20,"{4, 12}"
1090,"False","{{825, 488}, {448, 265}}","{{1, -2, -1, -2}, {-3, 1, 1, 1}, 1}",12,"{-4, 0}"
1090,"False","{{825, 448}, {488, 265}}","{{1, 1, 1, -3}, {-2, -1, -2, 1}, 1}",12,"{0, -4}"
1090,"False","{{953, 240}, {544, 137}}","{{1, -17}, {-2, 2}, 1}",22,"{-16, 0}"
1090,"False","{{953, 544}, {240, 137}}","{{2, -2}, {-17, 1}, 1}",22,"{0, -16}"
1090,"False","{{929, 456}, {328, 161}}","{{1, -1, -1, 13}, {1, 1, 1, 1}, 1}",20,"{12, 4}"
1090,"False","{{929, 328}, {456, 161}}","{{1, 1, 1, 1}, {13, -1, -1, 1}, 1}",20,"{4, 12}"
1090,"False","{{953, 816}, {160, 137}}","{{3, -1, -1, -1}, {-11, 1, 1, 1}, 1}",20,"{0, -8}"
1090,"False","{{937, 640}, {224, 153}}","{{2, -1, -1}, {3, 4, 1}, 1}",12,"{0, 8}"
1090,"False","{{937, 448}, {320, 153}}","{{1, -1, -1, -1, -1, -1, -1, 5}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",20,"{0, 8}"
1090,"False","{{937, 320}, {448, 153}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {5, -1, -1, -1, -1, -1, -1, 1}, 1}",20,"{8, 0}"
1090,"False","{{937, 224}, {640, 153}}","{{1, 4, 3}, {-1, -1, 2}, 1}",12,"{8, 0}"
1090,"False","{{953, 160}, {816, 137}}","{{1, 1, 1, -11}, {-1, -1, -1, 3}, 1}",20,"{-8, 0}"
1090,"False","{{1081, 152}, {64, 9}}","{{8, -1, -1, -1, -1}, {1, 1, 1, 1, 4}, 1}",20,"{4, 8}"
1090,"False","{{1081, 64}, {152, 9}}","{{4, 1, 1, 1, 1}, {-1, -1, -1, -1, 8}, 1}",20,"{8, 4}"
1090,"False","{{1033, 920}, {64, 57}}","{{8, -1, -1, -1, -1}, {4, 1, 1, 1, 1}, 1}",20,"{4, 8}"
