trace,admissible,L_class_number,commutator_class_number,walks
122690,True,64,64.0,21.0
122814,True,240,240.0,21.866666666666667
122862,True,216,216.0,21.62962962962963
122898,True,288,288.0,22.458333333333332
122946,True,188,188.0,21.319148936170212
123118,True,76,76.0,21.894736842105264
123138,True,394,394.0,21.604060913705585
123154,True,26,26.0,23.384615384615383
123246,True,116,116.0,20.689655172413794
123282,True,202,202.0,22.376237623762375
123374,True,174,174.0,22.160919540229884
123390,True,152,152.0,21.36842105263158
123410,True,48,48.0,21.5
123582,True,82,82.0,21.609756097560975
123630,True,224,224.0,21.821428571428573
123666,True,106,106.0,20.943396226415093
123714,True,52,52.0,23.076923076923077
123838,True,238,238.0,22.252100840336134
123906,True,297,297.0,23.95286195286195
124014,True,130,130.0,23.6
124050,True,220,220.0,21.745454545454546
124094,True,60,60.0,21.466666666666665
124158,True,104,104.0,21.53846153846154
124162,True,66,66.0,24.0
124270,True,180,180.0,23.244444444444444
124306,True,68,68.0,21.294117647058822
124350,True,256,256.0,21.875
124398,True,264,264.0,22.560606060606062
124414,True,64,64.0,22.375
124418,True,52,52.0,21.23076923076923
124434,True,130,130.0,21.23076923076923
124482,True,246,246.0,21.853658536585368
124526,True,76,76.0,21.36842105263158
124562,True,128,128.0,22.6875
124670,True,232,232.0,21.620689655172413
124674,True,68,68.0,21.88235294117647
124738,True,52,52.0,23.076923076923077
124782,True,118,118.0,21.76271186440678
124818,True,188,188.0,22.085106382978722
124926,True,136,136.0,22.176470588235293
124994,True,152,152.0,22.05263157894737
125118,True,118,118.0,22.610169491525422
125166,True,184,184.0,21.565217391304348
125202,True,160,160.0,21.25
125250,True,130,130.0,21.846153846153847
125422,True,52,52.0,22.153846153846153
125442,True,120,120.0,22.6
125458,True,116,116.0,21.17241379310345
125550,True,268,268.0,21.850746268656717
125586,True,144,144.0,22.055555555555557
125678,True,44,44.0,20.0
125694,True,156,156.0,21.692307692307693
125714,True,102,102.0,23.137254901960784
125886,True,168,168.0,21.952380952380953
125934,True,160,160.0,22.75
125970,True,264,264.0,21.90909090909091
126018,True,268,268.0,21.880597014925375
126142,True,38,38.0,22.736842105263158
126210,True,188,188.0,21.659574468085108
126318,True,132,132.0,22.78787878787879
126354,True,130,130.0,22.615384615384617
126398,True,256,256.0,22.15625
126462,True,104,104.0,21.923076923076923
126466,True,44,44.0,20.363636363636363
126574,True,44,44.0,20.545454545454547
126610,True,78,78.0,21.897435897435898
126654,True,76,76.0,20.94736842105263
126702,True,194,194.0,22.989690721649485
126718,True,96,96.0,22.208333333333332
126722,True,130,130.0,23.29230769230769
126738,True,184,184.0,24.17391304347826
126786,True,60,60.0,21.6
126830,True,108,108.0,23.037037037037038
126866,True,44,44.0,20.181818181818183
126974,True,64,64.0,20.875
126978,True,206,206.0,21.12621359223301
127042,True,68,68.0,20.823529411764707
127086,True,188,188.0,22.5531914893617
127122,True,114,114.0,21.473684210526315
127230,True,208,208.0,23.384615384615383
127298,True,36,36.0,22.666666666666668
127422,True,382,382.0,22.638743455497384
127470,True,172,172.0,20.930232558139537
127506,True,234,234.0,22.153846153846153
127554,True,188,188.0,22.0
127726,True,72,72.0,23.333333333333332
127746,True,132,132.0,21.757575757575758
127762,True,80,80.0,21.2
127854,True,168,168.0,21.61904761904762
127890,True,198,198.0,22.181818181818183
